Year,State,Electoral_Votes,Winner,Winner_EV,Runner_Up,Runner_Up_EV,Total_EV_Cast,Notes,Winner_Party,RunnerUp_Party,Population,Population_Per_EV
1928,Wisconsin,13,Herbert Hoover,13,Al Smith,0,531,Hoover Republican,Republican,Democratic,2877618.0,221355.2307692308
1928,Wyoming,3,Herbert Hoover,3,Al Smith,0,531,Hoover Republican,Republican,Democratic,219332.0,73110.66666666667
1932,Alabama,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2683591.0,243962.8181818181
1932,Arizona,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,448311.0,149437.0
1932,Arkansas,9,Franklin Roosevelt,9,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1873463.0,208162.5555555556
1932,California,22,Franklin Roosevelt,22,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,5923278.0,269239.9090909091
1932,Colorado,6,Franklin Roosevelt,6,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1053292.0,175548.66666666666
1932,Connecticut,8,Herbert Hoover,8,Franklin Roosevelt,0,531,Hoover Republican,Democratic,Democratic,1627371.0,203421.375
1932,Delaware,3,Herbert Hoover,3,Franklin Roosevelt,0,531,Hoover Republican,Democratic,Democratic,244005.0,81335.0
1932,Florida,7,Franklin Roosevelt,7,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1554052.0,222007.4285714285
1932,Georgia,12,Franklin Roosevelt,12,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2951549.0,245962.41666666663
1932,Idaho,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,461000.0,115250.0
1932,Illinois,29,Franklin Roosevelt,29,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,7683971.0,264964.5172413793
1932,Indiana,14,Franklin Roosevelt,14,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,3276362.0,234025.8571428572
1932,Iowa,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2484405.0,225855.0
1932,Kansas,9,Franklin Roosevelt,9,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1865005.0,207222.7777777777
1932,Kentucky,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2660797.0,241890.63636363635
1932,Louisiana,10,Franklin Roosevelt,10,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2154050.0,215405.0
1932,Maine,5,Herbert Hoover,5,Franklin Roosevelt,0,531,Hoover Republican,Democratic,Democratic,807384.0,161476.8
1932,Maryland,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1669470.0,208683.75
1932,Massachusetts,17,Franklin Roosevelt,17,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,4263035.0,250766.76470588235
1932,Michigan,19,Franklin Roosevelt,19,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,4925081.0,259214.7894736842
1932,Minnesota,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2609622.0,237238.36363636365
1932,Mississippi,9,Franklin Roosevelt,9,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2044616.0,227179.5555555556
1932,Missouri,15,Franklin Roosevelt,15,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,3660426.0,244028.4
1932,Montana,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,541976.0,135494.0
1932,Nebraska,7,Franklin Roosevelt,7,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1365537.0,195076.7142857143
1932,Nevada,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,94896.0,31632.0
1932,New Hampshire,4,Herbert Hoover,4,Franklin Roosevelt,0,531,Hoover Republican,Democratic,Democratic,470539.0,117634.75
1932,New Jersey,16,Franklin Roosevelt,16,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,4065100.0,254068.75
1932,New Mexico,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,445017.0,148339.0
1932,New York,47,Franklin Roosevelt,47,Herbert Hoover,0,531,Roosevelt home state,Democratic,Republican,12766279.0,271622.9574468085
1932,North Carolina,13,Franklin Roosevelt,13,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,3250545.0,250041.92307692303
1932,North Dakota,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,673063.0,168265.75
1932,Ohio,26,Franklin Roosevelt,26,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,6698880.0,257649.2307692308
1932,Oklahoma,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2384119.0,216738.0909090909
1932,Oregon,5,Franklin Roosevelt,5,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,980966.0,196193.2
1932,Pennsylvania,36,Herbert Hoover,36,Franklin Roosevelt,0,531,Hoover Republican,Democratic,Democratic,9685116.0,269031.0
1932,Rhode Island,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,692667.0,173166.75
1932,South Carolina,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1770973.0,221371.625
1932,South Dakota,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,682871.0,170717.75
1932,Tennessee,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2676413.0,243310.2727272728
1932,Texas,23,Franklin Roosevelt,23,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,5942737.0,258379.8695652173
1932,Utah,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,516340.0,129085.0
1932,Vermont,3,Herbert Hoover,3,Franklin Roosevelt,0,531,Hoover Republican,Democratic,Democratic,359535.0,119845.0
1932,Virginia,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2473035.0,224821.36363636365
1932,Washington,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1597955.0,199744.375
1932,West Virginia,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,1763759.0,220469.875
1932,Wisconsin,12,Franklin Roosevelt,12,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,2978722.0,248226.8333333333
1932,Wyoming,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat,Democratic,Republican,230600.0,76866.66666666667
1936,Alabama,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2758276.0,250752.36363636365
1936,Arizona,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,473786.0,157928.66666666666
1936,Arkansas,9,Franklin Roosevelt,9,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1911425.0,212380.5555555556
1936,California,22,Franklin Roosevelt,22,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,6415333.0,291606.04545454547
1936,Colorado,6,Franklin Roosevelt,6,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1088294.0,181382.3333333333
1936,Connecticut,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1668306.0,208538.25
1936,Delaware,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,255255.0,85085.0
1936,Florida,7,Franklin Roosevelt,7,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1725733.0,246533.2857142857
1936,Georgia,12,Franklin Roosevelt,12,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,3037636.0,253136.3333333333
1936,Idaho,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,492937.0,123234.25
1936,Illinois,29,Franklin Roosevelt,29,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,7790606.0,268641.5862068966
1936,Indiana,14,Franklin Roosevelt,14,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,3352079.0,239434.2142857143
1936,Iowa,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2511336.0,228303.2727272728
1936,Kansas,9,Franklin Roosevelt,9,Alf Landon,0,531,Landon home state lost,Democratic,Republican,1833016.0,203668.44444444444
1936,Kentucky,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2753212.0,250292.0
1936,Louisiana,10,Franklin Roosevelt,10,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2258965.0,225896.5
1936,Maine,5,Alf Landon,5,Franklin Roosevelt,0,531,Landon Republican,Democratic,Democratic,827305.0,165461.0
1936,Maryland,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1745357.0,218169.625
1936,Massachusetts,17,Franklin Roosevelt,17,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,4289878.0,252345.76470588235
1936,Michigan,19,Franklin Roosevelt,19,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,5090594.0,267926.0
1936,Minnesota,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2700961.0,245541.9090909091
1936,Mississippi,9,Franklin Roosevelt,9,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2114206.0,234911.7777777777
1936,Missouri,15,Franklin Roosevelt,15,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,3722545.0,248169.66666666663
1936,Montana,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,550716.0,137679.0
1936,Nebraska,7,Franklin Roosevelt,7,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1340686.0,191526.57142857145
1936,Nevada,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,102571.0,34190.333333333336
1936,New Hampshire,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,481032.0,120258.0
1936,New Jersey,16,Franklin Roosevelt,16,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,4112633.0,257039.5625
1936,New Mexico,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,488418.0,162806.0
1936,New York,47,Franklin Roosevelt,47,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,13122710.0,279206.59574468085
1936,North Carolina,13,Franklin Roosevelt,13,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,3411084.0,262391.07692307694
1936,North Dakota,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,657499.0,164374.75
1936,Ohio,26,Franklin Roosevelt,26,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,6803246.0,261663.3076923077
1936,Oklahoma,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2360276.0,214570.54545454544
1936,Oregon,5,Franklin Roosevelt,5,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1035325.0,207065.0
1936,Pennsylvania,36,Franklin Roosevelt,36,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,9792648.0,272018.0
1936,Rhode Island,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,703006.0,175751.5
1936,South Carolina,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1835388.0,229423.5
1936,South Dakota,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,662916.0,165729.0
1936,Tennessee,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2796127.0,254193.36363636365
1936,Texas,23,Franklin Roosevelt,23,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,6178780.0,268642.60869565216
1936,Utah,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,533325.0,133331.25
1936,Vermont,3,Alf Landon,3,Franklin Roosevelt,0,531,Landon Republican,Democratic,Democratic,359383.0,119794.33333333331
1936,Virginia,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,2575404.0,234127.63636363635
1936,Washington,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1667073.0,208384.125
1936,West Virginia,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,1832866.0,229108.25
1936,Wisconsin,12,Franklin Roosevelt,12,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,3058155.0,254846.25
1936,Wyoming,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat,Democratic,Republican,240671.0,80223.66666666667
1940,Alabama,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2832961.0,257541.9090909091
1940,Arizona,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,499261.0,166420.33333333334
1940,Arkansas,9,Franklin Roosevelt,9,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1949387.0,216598.5555555556
1940,California,22,Franklin Roosevelt,22,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,6907387.0,313972.13636363635
1940,Colorado,6,Wendell Willkie,6,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,1123296.0,187216.0
1940,Connecticut,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1709242.0,213655.25
1940,Delaware,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,266505.0,88835.0
1940,Florida,7,Franklin Roosevelt,7,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1897414.0,271059.14285714284
1940,Georgia,12,Franklin Roosevelt,12,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,3123723.0,260310.25
1940,Idaho,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,524873.0,131218.25
1940,Illinois,29,Franklin Roosevelt,29,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,7897241.0,272318.6551724138
1940,Indiana,14,Wendell Willkie,14,Franklin Roosevelt,0,531,Willkie home state,Democratic,Democratic,3427796.0,244842.57142857145
1940,Iowa,11,Wendell Willkie,11,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,2538268.0,230751.63636363635
1940,Kansas,9,Wendell Willkie,9,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,1801028.0,200114.22222222225
1940,Kentucky,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2845627.0,258693.36363636365
1940,Louisiana,10,Franklin Roosevelt,10,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2363880.0,236388.0
1940,Maine,5,Wendell Willkie,5,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,847226.0,169445.2
1940,Maryland,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1821244.0,227655.5
1940,Massachusetts,17,Franklin Roosevelt,17,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,4316721.0,253924.76470588235
1940,Michigan,19,Wendell Willkie,19,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,5256106.0,276637.15789473685
1940,Minnesota,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2792300.0,253845.45454545456
1940,Mississippi,9,Franklin Roosevelt,9,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2183796.0,242644.0
1940,Missouri,15,Franklin Roosevelt,15,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,3784664.0,252310.9333333333
1940,Montana,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,559456.0,139864.0
1940,Nebraska,7,Wendell Willkie,7,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,1315834.0,187976.2857142857
1940,Nevada,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,110247.0,36749.0
1940,New Hampshire,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,491524.0,122881.0
1940,New Jersey,16,Franklin Roosevelt,16,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,4160165.0,260010.3125
1940,New Mexico,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,531818.0,177272.66666666666
1940,New York,47,Franklin Roosevelt,47,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,13479142.0,286790.25531914894
1940,North Carolina,13,Franklin Roosevelt,13,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,3571623.0,274740.23076923075
1940,North Dakota,4,Wendell Willkie,4,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,641935.0,160483.75
1940,Ohio,26,Franklin Roosevelt,26,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,6907612.0,265677.3846153846
1940,Oklahoma,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2336434.0,212403.0909090909
1940,Oregon,5,Franklin Roosevelt,5,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1089684.0,217936.8
1940,Pennsylvania,36,Franklin Roosevelt,36,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,9900180.0,275005.0
1940,Rhode Island,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,713346.0,178336.5
1940,South Carolina,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1899804.0,237475.5
1940,South Dakota,4,Wendell Willkie,4,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,642961.0,160740.25
1940,Tennessee,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2915841.0,265076.45454545453
1940,Texas,23,Franklin Roosevelt,23,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,6414824.0,278905.39130434784
1940,Utah,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,550310.0,137577.5
1940,Vermont,3,Wendell Willkie,3,Franklin Roosevelt,0,531,Willkie Republican,Democratic,Democratic,359231.0,119743.66666666669
1940,Virginia,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,2677773.0,243433.9090909091
1940,Washington,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1736191.0,217023.875
1940,West Virginia,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,1901974.0,237746.75
1940,Wisconsin,12,Franklin Roosevelt,12,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,3137587.0,261465.5833333333
1940,Wyoming,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat,Democratic,Republican,250742.0,83580.66666666667
1944,Alabama,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2924474.0,265861.2727272727
1944,Arizona,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,599391.0,149847.75
1944,Arkansas,9,Franklin Roosevelt,9,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,1933437.0,214826.3333333333
1944,California,25,Franklin Roosevelt,25,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,8378921.0,335156.84
1944,Colorado,6,Thomas Dewey,6,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,1204013.0,200668.8333333333
1944,Connecticut,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,1828457.0,228557.125
1944,Delaware,3,Franklin Roosevelt,3,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,287137.0,95712.33333333331
1944,Florida,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2246970.0,280871.25
1944,Georgia,12,Franklin Roosevelt,12,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,3252065.0,271005.4166666667
1944,Idaho,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,550379.0,137594.75
1944,Illinois,28,Franklin Roosevelt,28,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,8223215.0,293686.25
1944,Indiana,13,Thomas Dewey,13,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,3630367.0,279259.0
1944,Iowa,10,Thomas Dewey,10,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,2571390.0,257139.0
1944,Kansas,8,Thomas Dewey,8,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,1842736.0,230342.0
1944,Kentucky,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2885299.0,262299.9090909091
1944,Louisiana,10,Franklin Roosevelt,10,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2491734.0,249173.4
1944,Maine,5,Thomas Dewey,5,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,873845.0,174769.0
1944,Maryland,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2029947.0,253743.375
1944,Massachusetts,16,Franklin Roosevelt,16,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,4466238.0,279139.875
1944,Michigan,19,Franklin Roosevelt,19,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,5702370.0,300124.7368421053
1944,Minnesota,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2868373.0,260761.18181818185
1944,Mississippi,9,Franklin Roosevelt,9,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2181843.0,242427.0
1944,Missouri,15,Franklin Roosevelt,15,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,3852660.0,256844.0
1944,Montana,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,572083.0,143020.75
1944,Nebraska,6,Thomas Dewey,6,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,1319704.0,219950.66666666663
1944,Nevada,3,Franklin Roosevelt,3,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,130181.0,43393.66666666666
1944,New Hampshire,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,508211.0,127052.75
1944,New Jersey,16,Franklin Roosevelt,16,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,4430231.0,276889.4375
1944,New Mexico,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,591566.0,147891.5
1944,New York,47,Franklin Roosevelt,47,Thomas Dewey,0,531,Dewey home state lost,Democratic,Republican,14019562.0,298288.55319148937
1944,North Carolina,14,Franklin Roosevelt,14,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,3767745.0,269124.64285714284
1944,North Dakota,4,Thomas Dewey,4,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,633015.0,158253.75
1944,Ohio,25,Thomas Dewey,25,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,7323218.0,292928.72
1944,Oklahoma,10,Franklin Roosevelt,10,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2295201.0,229520.1
1944,Oregon,6,Franklin Roosevelt,6,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,1262347.0,210391.16666666663
1944,Pennsylvania,35,Franklin Roosevelt,35,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,10139313.0,289694.65714285715
1944,Rhode Island,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,744766.0,186191.5
1944,South Carolina,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,1986693.0,248336.625
1944,South Dakota,4,Thomas Dewey,4,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,646873.0,161718.25
1944,Tennessee,12,Franklin Roosevelt,12,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,3066192.0,255516.0
1944,Texas,23,Franklin Roosevelt,23,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,6933372.0,301450.95652173914
1944,Utah,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,605731.0,151432.75
1944,Vermont,3,Thomas Dewey,3,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,366637.0,122212.33333333331
1944,Virginia,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,2934136.0,266739.63636363635
1944,Washington,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,1993300.0,249162.5
1944,West Virginia,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat,Democratic,Republican,1943405.0,242925.625
1944,Wisconsin,12,Thomas Dewey,12,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,3256382.0,271365.1666666667
1944,Wyoming,3,Thomas Dewey,3,Franklin Roosevelt,0,531,Dewey Republican,Republican,Democratic,266657.0,88885.66666666667
1948,Alabama,11,Strom Thurmond,11,Harry Truman,0,531,Thurmond States Rights,States Rights,Democratic,3015987.0,274180.63636363635
1948,Arizona,4,Harry Truman,4,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,699522.0,174880.5
1948,Arkansas,9,Harry Truman,9,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,1917486.0,213054.0
1948,California,25,Harry Truman,25,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,9850456.0,394018.24
1948,Colorado,6,Harry Truman,6,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,1284730.0,214121.66666666663
1948,Connecticut,8,Thomas Dewey,8,Harry Truman,0,531,Dewey Republican,Republican,Democratic,1947672.0,243459.0
1948,Delaware,3,Thomas Dewey,3,Harry Truman,0,531,Dewey Republican,Republican,Democratic,307769.0,102589.66666666669
1948,Florida,8,Harry Truman,8,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,2596527.0,324565.875
1948,Georgia,12,Harry Truman,12,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,3380407.0,281700.5833333333
1948,Idaho,4,Harry Truman,4,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,575884.0,143971.0
1948,Illinois,28,Harry Truman,28,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,8549189.0,305328.1785714286
1948,Indiana,13,Thomas Dewey,13,Harry Truman,0,531,Dewey Republican,Republican,Democratic,3832938.0,294841.3846153846
1948,Iowa,10,Harry Truman,10,Thomas Dewey,0,531,Truman Democrat,Democratic,Republican,2604512.0,260451.2
