Year,State,Electoral_Votes,Winner,Winner_EV,Runner_Up,Runner_Up_EV,Total_EV_Cast,Notes
1888,Tennessee,12,Grover Cleveland,12,Benjamin Harrison,0,401,Cleveland Democrat
1888,Texas,13,Grover Cleveland,13,Benjamin Harrison,0,401,Cleveland Democrat
1888,Vermont,4,Benjamin Harrison,4,Grover Cleveland,0,401,Harrison Republican
1888,Virginia,12,Grover Cleveland,12,Benjamin Harrison,0,401,Cleveland Democrat
1888,West Virginia,6,Grover Cleveland,6,Benjamin Harrison,0,401,Cleveland Democrat
1888,Wisconsin,11,Benjamin Harrison,11,Grover Cleveland,0,401,Harrison Republican

1892,Alabama,11,Grover Cleveland,11,Benjamin Harrison,0,444,Cleveland Democrat
1892,Arkansas,8,Grover Cleveland,8,Benjamin Harrison,0,444,Cleveland Democrat
1892,California,9,Grover Cleveland,8,Benjamin Harrison,1,444,Split vote
1892,Colorado,4,James Weaver,4,Benjamin Harrison,0,444,Weaver Populist
1892,Connecticut,6,Grover Cleveland,6,Benjamin Harrison,0,444,Cleveland Democrat
1892,Delaware,3,Grover Cleveland,3,Benjamin Harrison,0,444,Cleveland Democrat
1892,Florida,4,Grover Cleveland,4,Benjamin Harrison,0,444,Cleveland Democrat
1892,Georgia,13,Grover Cleveland,13,Benjamin Harrison,0,444,Cleveland Democrat
1892,Idaho,3,James Weaver,3,Benjamin Harrison,0,444,New state 1890
1892,Illinois,24,Grover Cleveland,24,Benjamin Harrison,0,444,Cleveland Democrat
1892,Indiana,15,Grover Cleveland,15,Benjamin Harrison,0,444,Cleveland Democrat
1892,Iowa,13,Benjamin Harrison,13,Grover Cleveland,0,444,Harrison Republican
1892,Kansas,10,James Weaver,10,Benjamin Harrison,0,444,Weaver Populist
1892,Kentucky,13,Grover Cleveland,13,Benjamin Harrison,0,444,Cleveland Democrat
1892,Louisiana,8,Grover Cleveland,8,Benjamin Harrison,0,444,Cleveland Democrat
1892,Maine,6,Benjamin Harrison,6,Grover Cleveland,0,444,Harrison Republican
1892,Maryland,8,Grover Cleveland,8,Benjamin Harrison,0,444,Cleveland Democrat
1892,Massachusetts,15,Benjamin Harrison,15,Grover Cleveland,0,444,Harrison Republican
1892,Michigan,14,Benjamin Harrison,5,Grover Cleveland,9,444,Split vote
1892,Minnesota,9,Benjamin Harrison,9,Grover Cleveland,0,444,Harrison Republican
1892,Mississippi,9,Grover Cleveland,9,Benjamin Harrison,0,444,Cleveland Democrat
1892,Missouri,17,Grover Cleveland,17,Benjamin Harrison,0,444,Cleveland Democrat
1892,Montana,3,Benjamin Harrison,3,Grover Cleveland,0,444,New state 1889
1892,Nebraska,8,Benjamin Harrison,8,Grover Cleveland,0,444,Harrison Republican
1892,Nevada,3,James Weaver,3,Benjamin Harrison,0,444,Weaver Populist
1892,New Hampshire,4,Benjamin Harrison,4,Grover Cleveland,0,444,Harrison Republican
1892,New Jersey,10,Grover Cleveland,10,Benjamin Harrison,0,444,Cleveland Democrat
1892,New York,36,Grover Cleveland,36,Benjamin Harrison,0,444,Cleveland Democrat
1892,North Carolina,11,Grover Cleveland,11,Benjamin Harrison,0,444,Cleveland Democrat
1892,North Dakota,3,Benjamin Harrison,1,Grover Cleveland,1,444,New state 1889; split vote
1892,Ohio,23,Benjamin Harrison,1,Grover Cleveland,22,444,Split vote
1892,Oregon,4,Benjamin Harrison,4,Grover Cleveland,0,444,Harrison Republican
1892,Pennsylvania,32,Benjamin Harrison,32,Grover Cleveland,0,444,Harrison Republican
1892,Rhode Island,4,Benjamin Harrison,4,Grover Cleveland,0,444,Harrison Republican
1892,South Carolina,9,Grover Cleveland,9,Benjamin Harrison,0,444,Cleveland Democrat
1892,South Dakota,4,Benjamin Harrison,4,Grover Cleveland,0,444,New state 1889
1892,Tennessee,12,Grover Cleveland,12,Benjamin Harrison,0,444,Cleveland Democrat
1892,Texas,15,Grover Cleveland,15,Benjamin Harrison,0,444,Cleveland Democrat
1892,Vermont,4,Benjamin Harrison,4,Grover Cleveland,0,444,Harrison Republican
1892,Virginia,12,Grover Cleveland,12,Benjamin Harrison,0,444,Cleveland Democrat
1892,Washington,4,Benjamin Harrison,4,Grover Cleveland,0,444,New state 1889
1892,West Virginia,6,Grover Cleveland,6,Benjamin Harrison,0,444,Cleveland Democrat
1892,Wisconsin,12,Grover Cleveland,12,Benjamin Harrison,0,444,Cleveland Democrat
1892,Wyoming,3,Benjamin Harrison,3,Grover Cleveland,0,444,New state 1890

1896,Alabama,11,William Bryan,11,William McKinley,0,447,Bryan Democrat
1896,Arkansas,8,William Bryan,8,William McKinley,0,447,Bryan Democrat
1896,California,9,William McKinley,8,William Bryan,1,447,Split vote
1896,Colorado,4,William Bryan,4,William McKinley,0,447,Bryan Democrat
1896,Connecticut,6,William McKinley,6,William Bryan,0,447,McKinley Republican
1896,Delaware,3,William McKinley,3,William Bryan,0,447,McKinley Republican
1896,Florida,4,William Bryan,4,William McKinley,0,447,Bryan Democrat
1896,Georgia,13,William Bryan,13,William McKinley,0,447,Bryan Democrat
1896,Idaho,3,William Bryan,3,William McKinley,0,447,Bryan Democrat
1896,Illinois,24,William McKinley,24,William Bryan,0,447,McKinley Republican
1896,Indiana,15,William McKinley,15,William Bryan,0,447,McKinley Republican
1896,Iowa,13,William McKinley,13,William Bryan,0,447,McKinley Republican
1896,Kansas,10,William Bryan,10,William McKinley,0,447,Bryan Democrat
1896,Kentucky,13,William McKinley,12,William Bryan,1,447,Split vote
1896,Louisiana,8,William Bryan,8,William McKinley,0,447,Bryan Democrat
1896,Maine,6,William McKinley,6,William Bryan,0,447,McKinley Republican
1896,Maryland,8,William McKinley,8,William Bryan,0,447,McKinley Republican
1896,Massachusetts,15,William McKinley,15,William Bryan,0,447,McKinley Republican
1896,Michigan,14,William McKinley,14,William Bryan,0,447,McKinley Republican
1896,Minnesota,9,William McKinley,9,William Bryan,0,447,McKinley Republican
1896,Mississippi,9,William Bryan,9,William McKinley,0,447,Bryan Democrat
1896,Missouri,17,William Bryan,17,William McKinley,0,447,Bryan Democrat
1896,Montana,3,William Bryan,3,William McKinley,0,447,Bryan Democrat
1896,Nebraska,8,William Bryan,8,William McKinley,0,447,Bryan home state
1896,Nevada,3,William Bryan,3,William McKinley,0,447,Bryan Democrat
1896,New Hampshire,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1896,New Jersey,10,William McKinley,10,William Bryan,0,447,McKinley Republican
1896,New York,36,William McKinley,36,William Bryan,0,447,McKinley Republican
1896,North Carolina,11,William Bryan,11,William McKinley,0,447,Bryan Democrat
1896,North Dakota,3,William McKinley,3,William Bryan,0,447,McKinley Republican
1896,Ohio,23,William McKinley,23,William Bryan,0,447,McKinley home state
1896,Oregon,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1896,Pennsylvania,32,William McKinley,32,William Bryan,0,447,McKinley Republican
1896,Rhode Island,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1896,South Carolina,9,William Bryan,9,William McKinley,0,447,Bryan Democrat
1896,South Dakota,4,William Bryan,4,William McKinley,0,447,Bryan Democrat
1896,Tennessee,12,William Bryan,12,William McKinley,0,447,Bryan Democrat
1896,Texas,15,William Bryan,15,William McKinley,0,447,Bryan Democrat
1896,Utah,3,William Bryan,3,William McKinley,0,447,New state 1896
1896,Vermont,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1896,Virginia,12,William Bryan,12,William McKinley,0,447,Bryan Democrat
1896,Washington,4,William Bryan,4,William McKinley,0,447,Bryan Democrat
1896,West Virginia,6,William McKinley,6,William Bryan,0,447,McKinley Republican
1896,Wisconsin,12,William McKinley,12,William Bryan,0,447,McKinley Republican
1896,Wyoming,3,William Bryan,3,William McKinley,0,447,Bryan Democrat

1900,Alabama,11,William Bryan,11,William McKinley,0,447,Bryan Democrat
1900,Arkansas,8,William Bryan,8,William McKinley,0,447,Bryan Democrat
1900,California,9,William McKinley,9,William Bryan,0,447,McKinley Republican
1900,Colorado,4,William Bryan,4,William McKinley,0,447,Bryan Democrat
1900,Connecticut,6,William McKinley,6,William Bryan,0,447,McKinley Republican
1900,Delaware,3,William McKinley,3,William Bryan,0,447,McKinley Republican
1900,Florida,4,William Bryan,4,William McKinley,0,447,Bryan Democrat
1900,Georgia,13,William Bryan,13,William McKinley,0,447,Bryan Democrat
1900,Idaho,3,William Bryan,3,William McKinley,0,447,Bryan Democrat
1900,Illinois,24,William McKinley,24,William Bryan,0,447,McKinley Republican
1900,Indiana,15,William McKinley,15,William Bryan,0,447,McKinley Republican
1900,Iowa,13,William McKinley,13,William Bryan,0,447,McKinley Republican
1900,Kansas,10,William McKinley,10,William Bryan,0,447,McKinley Republican
1900,Kentucky,13,William Bryan,13,William McKinley,0,447,Bryan Democrat
1900,Louisiana,8,William Bryan,8,William McKinley,0,447,Bryan Democrat
1900,Maine,6,William McKinley,6,William Bryan,0,447,McKinley Republican
1900,Maryland,8,William McKinley,8,William Bryan,0,447,McKinley Republican
1900,Massachusetts,15,William McKinley,15,William Bryan,0,447,McKinley Republican
1900,Michigan,14,William McKinley,14,William Bryan,0,447,McKinley Republican
1900,Minnesota,9,William McKinley,9,William Bryan,0,447,McKinley Republican
1900,Mississippi,9,William Bryan,9,William McKinley,0,447,Bryan Democrat
1900,Missouri,17,William Bryan,17,William McKinley,0,447,Bryan Democrat
1900,Montana,3,William Bryan,3,William McKinley,0,447,Bryan Democrat
1900,Nebraska,8,William McKinley,8,William Bryan,0,447,Bryan home state lost
1900,Nevada,3,William Bryan,3,William McKinley,0,447,Bryan Democrat
1900,New Hampshire,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1900,New Jersey,10,William McKinley,10,William Bryan,0,447,McKinley Republican
1900,New York,36,William McKinley,36,William Bryan,0,447,McKinley Republican
1900,North Carolina,11,William Bryan,11,William McKinley,0,447,Bryan Democrat
1900,North Dakota,3,William McKinley,3,William Bryan,0,447,McKinley Republican
1900,Ohio,23,William McKinley,23,William Bryan,0,447,McKinley home state
1900,Oregon,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1900,Pennsylvania,32,William McKinley,32,William Bryan,0,447,McKinley Republican
1900,Rhode Island,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1900,South Carolina,9,William Bryan,9,William McKinley,0,447,Bryan Democrat
1900,South Dakota,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1900,Tennessee,12,William Bryan,12,William McKinley,0,447,Bryan Democrat
1900,Texas,15,William Bryan,15,William McKinley,0,447,Bryan Democrat
1900,Utah,3,William McKinley,3,William Bryan,0,447,McKinley Republican
1900,Vermont,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1900,Virginia,12,William Bryan,12,William McKinley,0,447,Bryan Democrat
1900,Washington,4,William McKinley,4,William Bryan,0,447,McKinley Republican
1900,West Virginia,6,William McKinley,6,William Bryan,0,447,McKinley Republican
1900,Wisconsin,12,William McKinley,12,William Bryan,0,447,McKinley Republican
1900,Wyoming,3,William McKinley,3,William Bryan,0,447,McKinley Republican

1904,Alabama,11,Alton Parker,11,Theodore Roosevelt,0,476,Parker Democrat
1904,Arkansas,9,Alton Parker,9,Theodore Roosevelt,0,476,Parker Democrat
1904,California,10,Theodore Roosevelt,10,Alton Parker,0,476,Roosevelt Republican
1904,Colorado,5,Theodore Roosevelt,5,Alton Parker,0,476,Roosevelt Republican
1904,Connecticut,7,Theodore Roosevelt,7,Alton Parker,0,476,Roosevelt Republican
1904,Delaware,3,Theodore Roosevelt,3,Alton Parker,0,476,Roosevelt Republican
1904,Florida,5,Alton Parker,5,Theodore Roosevelt,0,476,Parker Democrat
1904,Georgia,13,Alton Parker,13,Theodore Roosevelt,0,476,Parker Democrat
1904,Idaho,3,Theodore Roosevelt,3,Alton Parker,0,476,Roosevelt Republican
1904,Illinois,27,Theodore Roosevelt,27,Alton Parker,0,476,Roosevelt Republican
1904,Indiana,15,Theodore Roosevelt,15,Alton Parker,0,476,Roosevelt Republican
1904,Iowa,13,Theodore Roosevelt,13,Alton Parker,0,476,Roosevelt Republican
1904,Kansas,10,Theodore Roosevelt,10,Alton Parker,0,476,Roosevelt Republican
1904,Kentucky,13,Alton Parker,13,Theodore Roosevelt,0,476,Parker Democrat
1904,Louisiana,9,Alton Parker,9,Theodore Roosevelt,0,476,Parker Democrat
1904,Maine,6,Theodore Roosevelt,6,Alton Parker,0,476,Roosevelt Republican
1904,Maryland,8,Theodore Roosevelt,7,Alton Parker,1,476,Split vote
1904,Massachusetts,16,Theodore Roosevelt,16,Alton Parker,0,476,Roosevelt Republican
1904,Michigan,14,Theodore Roosevelt,14,Alton Parker,0,476,Roosevelt Republican
1904,Minnesota,11,Theodore Roosevelt,11,Alton Parker,0,476,Roosevelt Republican
1904,Mississippi,10,Alton Parker,10,Theodore Roosevelt,0,476,Parker Democrat
1904,Missouri,18,Theodore Roosevelt,18,Alton Parker,0,476,Roosevelt Republican
1904,Montana,3,Theodore Roosevelt,3,Alton Parker,0,476,Roosevelt Republican
1904,Nebraska,8,Theodore Roosevelt,8,Alton Parker,0,476,Roosevelt Republican
1904,Nevada,3,Theodore Roosevelt,3,Alton Parker,0,476,Roosevelt Republican
1904,New Hampshire,4,Theodore Roosevelt,4,Alton Parker,0,476,Roosevelt Republican
1904,New Jersey,12,Theodore Roosevelt,12,Alton Parker,0,476,Roosevelt Republican
1904,New York,39,Theodore Roosevelt,39,Alton Parker,0,476,Roosevelt home state
1904,North Carolina,12,Alton Parker,12,Theodore Roosevelt,0,476,Parker Democrat
1904,North Dakota,4,Theodore Roosevelt,4,Alton Parker,0,476,Roosevelt Republican
1904,Ohio,23,Theodore Roosevelt,23,Alton Parker,0,476,Roosevelt Republican
1904,Oklahoma,7,Not Voting,0,Not Voting,0,476,Became state 1907
1904,Oregon,4,Theodore Roosevelt,4,Alton Parker,0,476,Roosevelt Republican
1904,Pennsylvania,34,Theodore Roosevelt,34,Alton Parker,0,476,Roosevelt Republican
1904,Rhode Island,4,Theodore Roosevelt,4,Alton Parker,0,476,Roosevelt Republican
1904,South Carolina,9,Alton Parker,9,Theodore Roosevelt,0,476,Parker Democrat
1904,South Dakota,4,Theodore Roosevelt,4,Alton Parker,0,476,Roosevelt Republican
1904,Tennessee,12,Alton Parker,12,Theodore Roosevelt,0,476,Parker Democrat
1904,Texas,18,Alton Parker,18,Theodore Roosevelt,0,476,Parker Democrat
1904,Utah,3,Theodore Roosevelt,3,Alton Parker,0,476,Roosevelt Republican
1904,Vermont,4,Theodore Roosevelt,4,Alton Parker,0,476,Roosevelt Republican
1904,Virginia,12,Alton Parker,12,Theodore Roosevelt,0,476,Parker Democrat
1904,Washington,5,Theodore Roosevelt,5,Alton Parker,0,476,Roosevelt Republican
1904,West Virginia,7,Theodore Roosevelt,7,Alton Parker,0,476,Roosevelt Republican
1904,Wisconsin,13,Theodore Roosevelt,13,Alton Parker,0,476,Roosevelt Republican
1904,Wyoming,3,Theodore Roosevelt,3,Alton Parker,0,476,Roosevelt Republican

1908,Alabama,11,William Bryan,11,William Taft,0,483,Bryan Democrat
1908,Arkansas,9,William Bryan,9,William Taft,0,483,Bryan Democrat
1908,California,10,William Taft,10,William Bryan,0,483,Taft Republican
1908,Colorado,5,William Bryan,5,William Taft,0,483,Bryan Democrat
1908,Connecticut,7,William Taft,7,William Bryan,0,483,Taft Republican
1908,Delaware,3,William Taft,3,William Bryan,0,483,Taft Republican
1908,Florida,5,William Bryan,5,William Taft,0,483,Bryan Democrat
1908,Georgia,13,William Bryan,13,William Taft,0,483,Bryan Democrat
1908,Idaho,3,William Taft,3,William Bryan,0,483,Taft Republican
1908,Illinois,27,William Taft,27,William Bryan,0,483,Taft Republican
1908,Indiana,15,William Taft,15,William Bryan,0,483,Taft Republican
1908,Iowa,13,William Taft,13,William Bryan,0,483,Taft Republican
1908,Kansas,10,William Taft,10,William Bryan,0,483,Taft Republican
1908,Kentucky,13,William Bryan,13,William Taft,0,483,Bryan Democrat
1908,Louisiana,9,William Bryan,9,William Taft,0,483,Bryan Democrat
1908,Maine,6,William Taft,6,William Bryan,0,483,Taft Republican
1908,Maryland,8,William Taft,2,William Bryan,6,483,Split vote
1908,Massachusetts,16,William Taft,16,William Bryan,0,483,Taft Republican
1908,Michigan,14,William Taft,14,William Bryan,0,483,Taft Republican
1908,Minnesota,11,William Taft,11,William Bryan,0,483,Taft Republican
1908,Mississippi,10,William Bryan,10,William Taft,0,483,Bryan Democrat
1908,Missouri,18,William Taft,18,William Bryan,0,483,Taft Republican
1908,Montana,3,William Taft,3,William Bryan,0,483,Taft Republican
1908,Nebraska,8,William Bryan,8,William Taft,0,483,Bryan home state
1908,Nevada,3,William Bryan,3,William Taft,0,483,Bryan Democrat
1908,New Hampshire,4,William Taft,4,William Bryan,0,483,Taft Republican
1908,New Jersey,12,William Taft,12,William Bryan,0,483,Taft Republican
1908,New York,39,William Taft,39,William Bryan,0,483,Taft Republican
1908,North Carolina,12,William Bryan,12,William Taft,0,483,Bryan Democrat
1908,North Dakota,4,William Taft,4,William Bryan,0,483,Taft Republican
1908,Ohio,23,William Taft,23,William Bryan,0,483,Taft home state
1908,Oklahoma,7,William Bryan,7,William Taft,0,483,New state 1907
1908,Oregon,4,William Taft,4,William Bryan,0,483,Taft Republican
1908,Pennsylvania,34,William Taft,34,William Bryan,0,483,Taft Republican
1908,Rhode Island,4,William Taft,4,William Bryan,0,483,Taft Republican
1908,South Carolina,9,William Bryan,9,William Taft,0,483,Bryan Democrat
1908,South Dakota,4,William Taft,4,William Bryan,0,483,Taft Republican
1908,Tennessee,12,William Bryan,12,William Taft,0,483,Bryan Democrat
1908,Texas,18,William Bryan,18,William Taft,0,483,Bryan Democrat
1908,Utah,3,William Taft,3,William Bryan,0,483,Taft Republican
1908,Vermont,4,William Taft,4,William Bryan,0,483,Taft Republican
1908,Virginia,12,William Bryan,12,William Taft,0,483,Bryan Democrat
1908,Washington,5,William Taft,5,William Bryan,0,483,Taft Republican
1908,West Virginia,7,William Taft,7,William Bryan,0,483,Taft Republican
1908,Wisconsin,13,William Taft,13,William Bryan,0,483,Taft Republican
1908,Wyoming,3,William Taft,3,William Bryan,0,483,Taft Republican

1912,Alabama,12,Woodrow Wilson,12,Theodore Roosevelt,0,531,Wilson Democrat
1912,Arizona,3,Woodrow Wilson,3,Theodore Roosevelt,0,531,New state 1912
1912,Arkansas,9,Woodrow Wilson,9,Theodore Roosevelt,0,531,Wilson Democrat
1912,California,13,Theodore Roosevelt,11,Woodrow Wilson,2,531,Split vote
1912,Colorado,6,Woodrow Wilson,6,Theodore Roosevelt,0,531,Wilson Democrat
1912,Connecticut,7,Woodrow Wilson,7,Theodore Roosevelt,0,531,Wilson Democrat
1912,Delaware,3,Woodrow Wilson,3,Theodore Roosevelt,0,531,Wilson Democrat
1912,Florida,6,Woodrow Wilson,6,Theodore Roosevelt,0,531,Wilson Democrat
1912,Georgia,14,Woodrow Wilson,14,Theodore Roosevelt,0,531,Wilson Democrat
1912,Idaho,4,Woodrow Wilson,4,Theodore Roosevelt,0,531,Wilson Democrat
1912,Illinois,29,Woodrow Wilson,29,Theodore Roosevelt,0,531,Wilson Democrat
1912,Indiana,15,Woodrow Wilson,15,Theodore Roosevelt,0,531,Wilson Democrat
1912,Iowa,13,Woodrow Wilson,13,Theodore Roosevelt,0,531,Wilson Democrat
1912,Kansas,10,Woodrow Wilson,10,Theodore Roosevelt,0,531,Wilson Democrat
1912,Kentucky,13,Woodrow Wilson,13,Theodore Roosevelt,0,531,Wilson Democrat
1912,Louisiana,10,Woodrow Wilson,10,Theodore Roosevelt,0,531,Wilson Democrat
1912,Maine,6,Woodrow Wilson,6,Theodore Roosevelt,0,531,Wilson Democrat
1912,Maryland,8,Woodrow Wilson,8,Theodore Roosevelt,0,531,Wilson Democrat
1912,Massachusetts,18,Woodrow Wilson,18,Theodore Roosevelt,0,531,Wilson Democrat
1912,Michigan,15,Theodore Roosevelt,15,Woodrow Wilson,0,531,Roosevelt Progressive
1912,Minnesota,12,Theodore Roosevelt,12,Woodrow Wilson,0,531,Roosevelt Progressive
1912,Mississippi,10,Woodrow Wilson,10,Theodore Roosevelt,0,531,Wilson Democrat
1912,Missouri,18,Woodrow Wilson,18,Theodore Roosevelt,0,531,Wilson Democrat
1912,Montana,4,Woodrow Wilson,4,Theodore Roosevelt,0,531,Wilson Democrat
1912,Nebraska,8,Woodrow Wilson,8,Theodore Roosevelt,0,531,Wilson Democrat
1912,Nevada,3,Woodrow Wilson,3,Theodore Roosevelt,0,531,Wilson Democrat
1912,New Hampshire,4,Woodrow Wilson,4,Theodore Roosevelt,0,531,Wilson Democrat
1912,New Jersey,14,Woodrow Wilson,14,Theodore Roosevelt,0,531,Wilson home state
1912,New Mexico,3,Woodrow Wilson,3,Theodore Roosevelt,0,531,New state 1912
1912,New York,45,Woodrow Wilson,45,Theodore Roosevelt,0,531,Wilson Democrat
1912,North Carolina,12,Woodrow Wilson,12,Theodore Roosevelt,0,531,Wilson Democrat
1912,North Dakota,5,Woodrow Wilson,5,Theodore Roosevelt,0,531,Wilson Democrat
1912,Ohio,24,Woodrow Wilson,24,Theodore Roosevelt,0,531,Wilson Democrat
1912,Oklahoma,10,Woodrow Wilson,10,Theodore Roosevelt,0,531,Wilson Democrat
1912,Oregon,5,Woodrow Wilson,5,Theodore Roosevelt,0,531,Wilson Democrat
1912,Pennsylvania,38,Theodore Roosevelt,38,Woodrow Wilson,0,531,Roosevelt Progressive
1912,Rhode Island,5,Woodrow Wilson,5,Theodore Roosevelt,0,531,Wilson Democrat
1912,South Carolina,9,Woodrow Wilson,9,Theodore Roosevelt,0,531,Wilson Democrat
1912,South Dakota,5,Theodore Roosevelt,5,Woodrow Wilson,0,531,Roosevelt Progressive
1912,Tennessee,12,Woodrow Wilson,12,Theodore Roosevelt,0,531,Wilson Democrat
1912,Texas,20,Woodrow Wilson,20,Theodore Roosevelt,0,531,Wilson Democrat
1912,Utah,4,William Taft,4,Theodore Roosevelt,0,531,Taft Republican
1912,Vermont,4,William Taft,4,Theodore Roosevelt,0,531,Taft Republican
1912,Virginia,12,Woodrow Wilson,12,Theodore Roosevelt,0,531,Wilson Democrat
1912,Washington,7,Theodore Roosevelt,7,Woodrow Wilson,0,531,Roosevelt Progressive
1912,West Virginia,8,Woodrow Wilson,8,Theodore Roosevelt,0,531,Wilson Democrat
1912,Wisconsin,13,Woodrow Wilson,13,Theodore Roosevelt,0,531,Wilson Democrat
1912,Wyoming,3,Woodrow Wilson,3,Theodore Roosevelt,0,531,Wilson Democrat

1916,Alabama,12,Woodrow Wilson,12,Charles Hughes,0,531,Wilson Democrat
1916,Arizona,3,Woodrow Wilson,3,Charles Hughes,0,531,Wilson Democrat
1916,Arkansas,9,Woodrow Wilson,9,Charles Hughes,0,531,Wilson Democrat
1916,California,13,Woodrow Wilson,13,Charles Hughes,0,531,Wilson Democrat
1916,Colorado,6,Woodrow Wilson,6,Charles Hughes,0,531,Wilson Democrat
1916,Connecticut,7,Charles Hughes,7,Woodrow Wilson,0,531,Hughes Republican
1916,Delaware,3,Charles Hughes,3,Woodrow Wilson,0,531,Hughes Republican
1916,Florida,6,Woodrow Wilson,6,Charles Hughes,0,531,Wilson Democrat
1916,Georgia,14,Woodrow Wilson,14,Charles Hughes,0,531,Wilson Democrat
1916,Idaho,4,Woodrow Wilson,4,Charles Hughes,0,531,Wilson Democrat
1916,Illinois,29,Charles Hughes,29,Woodrow Wilson,0,531,Hughes Republican
1916,Indiana,15,Charles Hughes,15,Woodrow Wilson,0,531,Hughes Republican
1916,Iowa,13,Charles Hughes,13,Woodrow Wilson,0,531,Hughes Republican
1916,Kansas,10,Woodrow Wilson,10,Charles Hughes,0,531,Wilson Democrat
1916,Kentucky,13,Woodrow Wilson,13,Charles Hughes,0,531,Wilson Democrat
1916,Louisiana,10,Woodrow Wilson,10,Charles Hughes,0,531,Wilson Democrat
1916,Maine,6,Charles Hughes,6,Woodrow Wilson,0,531,Hughes Republican
1916,Maryland,8,Woodrow Wilson,8,Charles Hughes,0,531,Wilson Democrat
1916,Massachusetts,18,Charles Hughes,18,Woodrow Wilson,0,531,Hughes Republican
1916,Michigan,15,Charles Hughes,15,Woodrow Wilson,0,531,Hughes Republican
1916,Minnesota,12,Charles Hughes,12,Woodrow Wilson,0,531,Hughes Republican
1916,Mississippi,10,Woodrow Wilson,10,Charles Hughes,0,531,Wilson Democrat
1916,Missouri,18,Woodrow Wilson,18,Charles Hughes,0,531,Wilson Democrat
1916,Montana,4,Woodrow Wilson,4,Charles Hughes,0,531,Wilson Democrat
1916,Nebraska,8,Woodrow Wilson,8,Charles Hughes,0,531,Wilson Democrat
1916,Nevada,3,Woodrow Wilson,3,Charles Hughes,0,531,Wilson Democrat
1916,New Hampshire,4,Woodrow Wilson,4,Charles Hughes,0,531,Wilson Democrat
1916,New Jersey,14,Charles Hughes,14,Woodrow Wilson,0,531,Hughes Republican
1916,New Mexico,3,Woodrow Wilson,3,Charles Hughes,0,531,Wilson Democrat
1916,New York,45,Charles Hughes,45,Woodrow Wilson,0,531,Hughes home state
1916,North Carolina,12,Woodrow Wilson,12,Charles Hughes,0,531,Wilson Democrat
1916,North Dakota,5,Woodrow Wilson,5,Charles Hughes,0,531,Wilson Democrat
1916,Ohio,24,Woodrow Wilson,24,Charles Hughes,0,531,Wilson Democrat
1916,Oklahoma,10,Woodrow Wilson,10,Charles Hughes,0,531,Wilson Democrat
1916,Oregon,5,Charles Hughes,5,Woodrow Wilson,0,531,Hughes Republican
1916,Pennsylvania,38,Charles Hughes,38,Woodrow Wilson,0,531,Hughes Republican
1916,Rhode Island,5,Charles Hughes,5,Woodrow Wilson,0,531,Hughes Republican
1916,South Carolina,9,Woodrow Wilson,9,Charles Hughes,0,531,Wilson Democrat
1916,South Dakota,5,Charles Hughes,5,Woodrow Wilson,0,531,Hughes Republican
1916,Tennessee,12,Woodrow Wilson,12,Charles Hughes,0,531,Wilson Democrat
1916,Texas,20,Woodrow Wilson,20,Charles Hughes,0,531,Wilson Democrat
1916,Utah,4,Woodrow Wilson,4,Charles Hughes,0,531,Wilson Democrat
1916,Vermont,4,Charles Hughes,4,Woodrow Wilson,0,531,Hughes Republican
1916,Virginia,12,Woodrow Wilson,12,Charles Hughes,0,531,Wilson Democrat
1916,Washington,7,Woodrow Wilson,7,Charles Hughes,0,531,Wilson Democrat
1916,West Virginia,8,Charles Hughes,7,Woodrow Wilson,1,531,Split vote
1916,Wisconsin,13,Charles Hughes,13,Woodrow Wilson,0,531,Hughes Republican
1916,Wyoming,3,Woodrow Wilson,3,Charles Hughes,0,531,Wilson Democrat

1920,Alabama,12,James Cox,12,Warren Harding,0,531,Cox Democrat
1920,Arizona,3,Warren Harding,3,James Cox,0,531,Harding Republican
1920,Arkansas,9,James Cox,9,Warren Harding,0,531,Cox Democrat
1920,California,13,Warren Harding,13,James Cox,0,531,Harding Republican
1920,Colorado,6,Warren Harding,6,James Cox,0,531,Harding Republican
1920,Connecticut,7,Warren Harding,7,James Cox,0,531,Harding Republican
1920,Delaware,3,Warren Harding,3,James Cox,0,531,Harding Republican
1920,Florida,6,James Cox,6,Warren Harding,0,531,Cox Democrat
1920,Georgia,14,James Cox,14,Warren Harding,0,531,Cox Democrat
1920,Idaho,4,Warren Harding,4,James Cox,0,531,Harding Republican
1920,Illinois,29,Warren Harding,29,James Cox,0,531,Harding Republican
1920,Indiana,15,Warren Harding,15,James Cox,0,531,Harding Republican
1920,Iowa,13,Warren Harding,13,James Cox,0,531,Harding Republican
1920,Kansas,10,Warren Harding,10,James Cox,0,531,Harding Republican
1920,Kentucky,13,James Cox,13,Warren Harding,0,531,Cox Democrat
1920,Louisiana,10,James Cox,10,Warren Harding,0,531,Cox Democrat
